leg_idx,registration,orig_registration,assigned_registration,tail_swap,is_ground_activity,ident,aircraft_type,body_type,origin,destination,orig_scheduled_out,orig_scheduled_in,shift_min,new_scheduled_out,new_scheduled_in
116,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE567,B77W,WB,BLR,DXB,2026-07-08T15:30:00+00:00,2026-07-08T19:20:00+00:00,50,2026-07-08T16:20:00+00:00,2026-07-08T20:10:00+00:00
117,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE348,B77W,WB,DXB,SIN,2026-07-08T22:20:00+00:00,2026-07-09T06:05:00+00:00,0,2026-07-08T22:20:00+00:00,2026-07-09T06:05:00+00:00
118,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE348,B77W,WB,SIN,KTI,2026-07-09T07:40:00+00:00,2026-07-09T09:40:00+00:00,0,2026-07-09T07:40:00+00:00,2026-07-09T09:40:00+00:00
119,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE349,B77W,WB,KTI,SIN,2026-07-09T13:45:00+00:00,2026-07-09T15:45:00+00:00,0,2026-07-09T13:45:00+00:00,2026-07-09T15:45:00+00:00
120,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE349,B77W,WB,SIN,DXB,2026-07-09T17:40:00+00:00,2026-07-10T00:50:00+00:00,0,2026-07-09T17:40:00+00:00,2026-07-10T00:50:00+00:00
121,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE135,B77W,WB,DXB,VCE,2026-07-10T05:05:00+00:00,2026-07-10T11:30:00+00:00,0,2026-07-10T05:05:00+00:00,2026-07-10T11:30:00+00:00
122,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE136,B77W,WB,VCE,DXB,2026-07-10T13:35:00+00:00,2026-07-10T19:30:00+00:00,0,2026-07-10T13:35:00+00:00,2026-07-10T19:30:00+00:00
123,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE530,B77W,WB,DXB,COK,2026-07-10T23:20:00+00:00,2026-07-11T03:25:00+00:00,0,2026-07-10T23:20:00+00:00,2026-07-11T03:25:00+00:00
124,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE531,B77W,WB,COK,DXB,2026-07-11T05:05:00+00:00,2026-07-11T08:55:00+00:00,0,2026-07-11T05:05:00+00:00,2026-07-11T08:55:00+00:00
125,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE149,B77W,WB,DXB,AMS,2026-07-11T10:35:00+00:00,2026-07-11T18:00:00+00:00,0,2026-07-11T10:35:00+00:00,2026-07-11T18:00:00+00:00
126,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE150,B77W,WB,AMS,DXB,2026-07-11T20:00:00+00:00,2026-07-12T02:55:00+00:00,0,2026-07-11T20:00:00+00:00,2026-07-12T02:55:00+00:00
127,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE957,B77W,WB,DXB,BEY,2026-07-12T05:05:00+00:00,2026-07-12T08:55:00+00:00,0,2026-07-12T05:05:00+00:00,2026-07-12T08:55:00+00:00
128,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE958,B77W,WB,BEY,DXB,2026-07-12T10:30:00+00:00,2026-07-12T14:30:00+00:00,0,2026-07-12T10:30:00+00:00,2026-07-12T14:30:00+00:00
129,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE618,B77W,WB,DXB,SKT,2026-07-12T16:55:00+00:00,2026-07-12T20:10:00+00:00,0,2026-07-12T16:55:00+00:00,2026-07-12T20:10:00+00:00
130,A6-ECJ,A6-ECJ,A6-ECJ,False,False,UAE619,B77W,WB,SKT,DXB,2026-07-12T21:40:00+00:00,2026-07-13T00:55:00+00:00,0,2026-07-12T21:40:00+00:00,2026-07-13T00:55:00+00:00
131,A6-ECK,A6-ECK,A6-ECK,False,False,UAE131,B77W,WB,DXB,DME,2026-07-06T10:35:00+00:00,2026-07-06T17:45:00+00:00,-20,2026-07-06T10:15:00+00:00,2026-07-06T17:25:00+00:00
132,A6-ECK,A6-ECK,A6-ECK,False,False,UAE132,B77W,WB,DME,DXB,2026-07-06T20:10:00+00:00,2026-07-07T03:05:00+00:00,-20,2026-07-06T19:50:00+00:00,2026-07-07T02:45:00+00:00
133,A6-ECK,A6-ECK,A6-ECK,False,False,UAE506,B77W,WB,DXB,BOM,2026-07-07T05:30:00+00:00,2026-07-07T08:45:00+00:00,-40,2026-07-07T04:50:00+00:00,2026-07-07T08:05:00+00:00
134,A6-ECK,A6-ECK,A6-ECK,False,False,UAE507,B77W,WB,BOM,DXB,2026-07-07T10:30:00+00:00,2026-07-07T13:35:00+00:00,-40,2026-07-07T09:50:00+00:00,2026-07-07T12:55:00+00:00
135,A6-EGY,A6-ECK,A6-EGY,True,False,UAE564,B77W,WB,DXB,BLR,2026-07-07T23:20:00+00:00,2026-07-08T03:20:00+00:00,0,2026-07-07T23:20:00+00:00,2026-07-08T03:20:00+00:00
136,A6-EGY,A6-ECK,A6-EGY,True,False,UAE565,B77W,WB,BLR,DXB,2026-07-08T05:00:00+00:00,2026-07-08T08:45:00+00:00,0,2026-07-08T05:00:00+00:00,2026-07-08T08:45:00+00:00
137,A6-EPY,A6-ECK,A6-EPY,True,False,UAE175,B77W,WB,DXB,LED,2026-07-08T10:30:00+00:00,2026-07-08T18:10:00+00:00,10,2026-07-08T10:40:00+00:00,2026-07-08T18:20:00+00:00
138,A6-EPY,A6-ECK,A6-EPY,True,False,UAE176,B77W,WB,LED,DXB,2026-07-08T20:05:00+00:00,2026-07-09T03:35:00+00:00,10,2026-07-08T20:15:00+00:00,2026-07-09T03:45:00+00:00
139,A6-ENP,A6-ECK,A6-ENP,True,False,UAE57,B77W,WB,DXB,DUS,2026-07-09T10:00:00+00:00,2026-07-09T17:15:00+00:00,0,2026-07-09T10:00:00+00:00,2026-07-09T17:15:00+00:00
140,A6-ENP,A6-ECK,A6-ENP,True,False,UAE58,B77W,WB,DUS,DXB,2026-07-09T19:15:00+00:00,2026-07-10T02:00:00+00:00,0,2026-07-09T19:15:00+00:00,2026-07-10T02:00:00+00:00
141,A6-ENO,A6-ECK,A6-ENO,True,False,UAE175,B77W,WB,DXB,LED,2026-07-10T10:30:00+00:00,2026-07-10T18:10:00+00:00,0,2026-07-10T10:30:00+00:00,2026-07-10T18:10:00+00:00
142,A6-ENO,A6-ECK,A6-ENO,True,False,UAE176,B77W,WB,LED,DXB,2026-07-10T20:05:00+00:00,2026-07-11T03:35:00+00:00,0,2026-07-10T20:05:00+00:00,2026-07-11T03:35:00+00:00
143,A6-ECK,A6-ECK,A6-ECK,False,False,UAE131,B773,WB,DXB,DME,2026-07-11T10:45:00+00:00,2026-07-11T17:45:00+00:00,0,2026-07-11T10:45:00+00:00,2026-07-11T17:45:00+00:00
144,A6-ECK,A6-ECK,A6-ECK,False,False,UAE132,B773,WB,DME,DXB,2026-07-11T20:10:00+00:00,2026-07-12T03:05:00+00:00,0,2026-07-11T20:10:00+00:00,2026-07-12T03:05:00+00:00
145,A6-ECK,A6-ECK,A6-ECK,False,False,UAE572,B77W,WB,DXB,CCU,2026-07-12T09:05:00+00:00,2026-07-12T13:45:00+00:00,0,2026-07-12T09:05:00+00:00,2026-07-12T13:45:00+00:00
146,A6-ECK,A6-ECK,A6-ECK,False,False,UAE573,B77W,WB,CCU,DXB,2026-07-12T15:25:00+00:00,2026-07-12T20:05:00+00:00,0,2026-07-12T15:25:00+00:00,2026-07-12T20:05:00+00:00
147,A6-ECK,A6-ECK,A6-ECK,False,False,UAE564,B77W,WB,DXB,BLR,2026-07-12T23:20:00+00:00,2026-07-13T03:20:00+00:00,-60,2026-07-12T22:20:00+00:00,2026-07-13T02:20:00+00:00
148,A6-ECM,A6-ECM,A6-ECM,False,False,UAE417,B77W,WB,SYD,DXB,2026-07-06T10:10:00+00:00,2026-07-07T00:30:00+00:00,0,2026-07-06T10:10:00+00:00,2026-07-07T00:30:00+00:00
149,A6-ECM,A6-ECM,A6-ECM,False,True,*ECM,B77W,WB,DXB,DXB,2026-07-07T02:00:00+00:00,2026-07-09T05:30:00+00:00,0,2026-07-07T02:00:00+00:00,2026-07-09T05:30:00+00:00
150,A6-ECM,A6-ECM,A6-ECM,False,False,UAE719,B77W,WB,DXB,NBO,2026-07-09T06:30:00+00:00,2026-07-09T11:30:00+00:00,0,2026-07-09T06:30:00+00:00,2026-07-09T11:30:00+00:00
151,A6-ECM,A6-ECM,A6-ECM,False,False,UAE720,B77W,WB,NBO,DXB,2026-07-09T13:35:00+00:00,2026-07-09T18:40:00+00:00,0,2026-07-09T13:35:00+00:00,2026-07-09T18:40:00+00:00
152,A6-ECM,A6-ECM,A6-ECM,False,True,*ECM,B77W,WB,DXB,DXB,2026-07-09T20:10:00+00:00,2026-07-12T19:55:00+00:00,0,2026-07-09T20:10:00+00:00,2026-07-12T19:55:00+00:00
153,A6-ECM,A6-ECM,A6-ECM,False,False,UAE231,B77W,WB,DXB,IAD,2026-07-12T22:20:00+00:00,2026-07-13T12:40:00+00:00,-5,2026-07-12T22:15:00+00:00,2026-07-13T12:35:00+00:00
154,A6-ECO,A6-ECO,A6-ECO,False,False,UAE57,B77W,WB,DXB,DUS,2026-07-06T10:00:00+00:00,2026-07-06T17:15:00+00:00,0,2026-07-06T10:00:00+00:00,2026-07-06T17:15:00+00:00
155,A6-ECO,A6-ECO,A6-ECO,False,False,UAE58,B77W,WB,DUS,DXB,2026-07-06T19:15:00+00:00,2026-07-07T02:00:00+00:00,0,2026-07-06T19:15:00+00:00,2026-07-07T02:00:00+00:00
156,A6-ECO,A6-ECO,A6-ECO,False,False,UAE725,B77W,WB,DXB,DAR,2026-07-07T05:25:00+00:00,2026-07-07T10:50:00+00:00,-5,2026-07-07T05:20:00+00:00,2026-07-07T10:45:00+00:00
157,A6-ECO,A6-ECO,A6-ECO,False,False,UAE726,B77W,WB,DAR,DXB,2026-07-07T12:25:00+00:00,2026-07-07T17:50:00+00:00,-5,2026-07-07T12:20:00+00:00,2026-07-07T17:45:00+00:00
158,A6-ECO,A6-ECO,A6-ECO,False,False,UAE11,B77W,WB,DXB,LGW,2026-07-07T22:35:00+00:00,2026-07-08T06:20:00+00:00,0,2026-07-07T22:35:00+00:00,2026-07-08T06:20:00+00:00
159,A6-ECO,A6-ECO,A6-ECO,False,False,UAE12,B77W,WB,LGW,DXB,2026-07-08T09:05:00+00:00,2026-07-08T16:00:00+00:00,0,2026-07-08T09:05:00+00:00,2026-07-08T16:00:00+00:00
160,A6-ECO,A6-ECO,A6-ECO,False,False,UAE416,B77W,WB,DXB,SYD,2026-07-08T17:40:00+00:00,2026-07-09T07:30:00+00:00,0,2026-07-08T17:40:00+00:00,2026-07-09T07:30:00+00:00
161,A6-ECO,A6-ECO,A6-ECO,False,False,UAE417,B77W,WB,SYD,DXB,2026-07-09T10:10:00+00:00,2026-07-10T00:30:00+00:00,0,2026-07-09T10:10:00+00:00,2026-07-10T00:30:00+00:00
162,A6-ECO,A6-ECO,A6-ECO,False,False,UAE566,B77W,WB,DXB,BLR,2026-07-10T09:45:00+00:00,2026-07-10T13:50:00+00:00,0,2026-07-10T09:45:00+00:00,2026-07-10T13:50:00+00:00
163,A6-ECO,A6-ECO,A6-ECO,False,False,UAE567,B77W,WB,BLR,DXB,2026-07-10T15:30:00+00:00,2026-07-10T19:20:00+00:00,0,2026-07-10T15:30:00+00:00,2026-07-10T19:20:00+00:00
164,A6-ENS,A6-ECO,A6-ENS,True,False,UAE57,B77W,WB,DXB,DUS,2026-07-11T10:25:00+00:00,2026-07-11T17:15:00+00:00,0,2026-07-11T10:25:00+00:00,2026-07-11T17:15:00+00:00
165,A6-ECO,A6-ECO,A6-ECO,False,False,UAE58,B77W,WB,DUS,DXB,2026-07-11T19:15:00+00:00,2026-07-12T02:00:00+00:00,0,2026-07-11T19:15:00+00:00,2026-07-12T02:00:00+00:00
166,A6-ECO,A6-ECO,A6-ECO,False,False,UAE719,B77W,WB,DXB,NBO,2026-07-12T06:30:00+00:00,2026-07-12T11:30:00+00:00,60,2026-07-12T07:30:00+00:00,2026-07-12T12:30:00+00:00
167,A6-ECO,A6-ECO,A6-ECO,False,False,UAE720,B77W,WB,NBO,DXB,2026-07-12T13:35:00+00:00,2026-07-12T18:40:00+00:00,60,2026-07-12T14:35:00+00:00,2026-07-12T19:40:00+00:00
168,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE783,B77W,WB,DXB,LOS,2026-07-06T06:15:00+00:00,2026-07-06T14:35:00+00:00,0,2026-07-06T06:15:00+00:00,2026-07-06T14:35:00+00:00
169,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE784,B77W,WB,LOS,DXB,2026-07-06T16:40:00+00:00,2026-07-07T00:45:00+00:00,0,2026-07-06T16:40:00+00:00,2026-07-07T00:45:00+00:00
170,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE308,B77W,WB,DXB,PEK,2026-07-07T06:40:00+00:00,2026-07-07T14:20:00+00:00,0,2026-07-07T06:40:00+00:00,2026-07-07T14:20:00+00:00
171,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE309,B77W,WB,PEK,DXB,2026-07-07T23:25:00+00:00,2026-07-08T07:35:00+00:00,0,2026-07-07T23:25:00+00:00,2026-07-08T07:35:00+00:00
172,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE57,B77W,WB,DXB,DUS,2026-07-08T10:25:00+00:00,2026-07-08T17:15:00+00:00,0,2026-07-08T10:25:00+00:00,2026-07-08T17:15:00+00:00
173,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE58,B77W,WB,DUS,DXB,2026-07-08T19:15:00+00:00,2026-07-09T02:00:00+00:00,0,2026-07-08T19:15:00+00:00,2026-07-09T02:00:00+00:00
174,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE793,B77W,WB,DXB,NBJ,2026-07-09T05:45:00+00:00,2026-07-09T13:30:00+00:00,0,2026-07-09T05:45:00+00:00,2026-07-09T13:30:00+00:00
175,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE794,B77W,WB,NBJ,DXB,2026-07-09T17:25:00+00:00,2026-07-10T01:15:00+00:00,0,2026-07-09T17:25:00+00:00,2026-07-10T01:15:00+00:00
176,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE344,B77W,WB,DXB,KUL,2026-07-10T17:15:00+00:00,2026-07-11T00:35:00+00:00,0,2026-07-10T17:15:00+00:00,2026-07-11T00:35:00+00:00
177,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE345,B77W,WB,KUL,DXB,2026-07-11T02:20:00+00:00,2026-07-11T09:10:00+00:00,0,2026-07-11T02:20:00+00:00,2026-07-11T09:10:00+00:00
178,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE508,B77W,WB,DXB,BOM,2026-07-11T12:00:00+00:00,2026-07-11T15:15:00+00:00,0,2026-07-11T12:00:00+00:00,2026-07-11T15:15:00+00:00
179,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE509,B77W,WB,BOM,DXB,2026-07-11T16:55:00+00:00,2026-07-11T19:59:00+00:00,0,2026-07-11T16:55:00+00:00,2026-07-11T19:59:00+00:00
180,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE348,B77W,WB,DXB,SIN,2026-07-11T22:20:00+00:00,2026-07-12T06:05:00+00:00,0,2026-07-11T22:20:00+00:00,2026-07-12T06:05:00+00:00
181,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE348,B77W,WB,SIN,KTI,2026-07-12T07:40:00+00:00,2026-07-12T09:40:00+00:00,0,2026-07-12T07:40:00+00:00,2026-07-12T09:40:00+00:00
182,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE349,B77W,WB,KTI,SIN,2026-07-12T13:45:00+00:00,2026-07-12T15:45:00+00:00,0,2026-07-12T13:45:00+00:00,2026-07-12T15:45:00+00:00
183,A6-ECQ,A6-ECQ,A6-ECQ,False,False,UAE349,B77W,WB,SIN,DXB,2026-07-12T17:40:00+00:00,2026-07-13T00:50:00+00:00,0,2026-07-12T17:40:00+00:00,2026-07-13T00:50:00+00:00
184,A6-ECR,A6-ECR,A6-ECR,False,False,UAE247,B77W,WB,DXB,GIG,2026-07-06T03:40:00+00:00,2026-07-06T18:50:00+00:00,0,2026-07-06T03:40:00+00:00,2026-07-06T18:50:00+00:00
185,A6-ECR,A6-ECR,A6-ECR,False,False,UAE247,B77W,WB,GIG,EZE,2026-07-06T20:25:00+00:00,2026-07-06T23:50:00+00:00,0,2026-07-06T20:25:00+00:00,2026-07-06T23:50:00+00:00
186,A6-ECR,A6-ECR,A6-ECR,False,False,UAE248,B77W,WB,EZE,GIG,2026-07-07T01:25:00+00:00,2026-07-07T04:10:00+00:00,0,2026-07-07T01:25:00+00:00,2026-07-07T04:10:00+00:00
187,A6-ECR,A6-ECR,A6-ECR,False,False,UAE248,B77W,WB,GIG,DXB,2026-07-07T06:05:00+00:00,2026-07-07T20:30:00+00:00,0,2026-07-07T06:05:00+00:00,2026-07-07T20:30:00+00:00
188,A6-EWG,A6-ECR,A6-EWG,True,False,UAE358,B77W,WB,DXB,CGK,2026-07-08T06:50:00+00:00,2026-07-08T15:25:00+00:00,-60,2026-07-08T05:50:00+00:00,2026-07-08T14:25:00+00:00
189,A6-EWG,A6-ECR,A6-EWG,True,False,UAE359,B77W,WB,CGK,DXB,2026-07-08T17:45:00+00:00,2026-07-09T01:30:00+00:00,-60,2026-07-08T16:45:00+00:00,2026-07-09T00:30:00+00:00
190,A6-ECR,A6-ECR,A6-ECR,False,False,UAE783,B77W,WB,DXB,LOS,2026-07-09T06:15:00+00:00,2026-07-09T14:35:00+00:00,60,2026-07-09T07:15:00+00:00,2026-07-09T15:35:00+00:00
191,A6-ECR,A6-ECR,A6-ECR,False,False,UAE784,B77W,WB,LOS,DXB,2026-07-09T16:40:00+00:00,2026-07-10T00:45:00+00:00,60,2026-07-09T17:40:00+00:00,2026-07-10T01:45:00+00:00
192,A6-ECR,A6-ECR,A6-ECR,False,False,UAE795,B77W,WB,DXB,CKY,2026-07-10T03:50:00+00:00,2026-07-10T13:05:00+00:00,0,2026-07-10T03:50:00+00:00,2026-07-10T13:05:00+00:00
193,A6-ECR,A6-ECR,A6-ECR,False,False,UAE795,B77W,WB,CKY,DSS,2026-07-10T14:45:00+00:00,2026-07-10T16:10:00+00:00,0,2026-07-10T14:45:00+00:00,2026-07-10T16:10:00+00:00
194,A6-ECR,A6-ECR,A6-ECR,False,False,UAE795,B77W,WB,DSS,DXB,2026-07-10T17:55:00+00:00,2026-07-11T03:40:00+00:00,0,2026-07-10T17:55:00+00:00,2026-07-11T03:40:00+00:00
195,A6-ECR,A6-ECR,A6-ECR,False,False,UAE506,B77W,WB,DXB,BOM,2026-07-11T05:30:00+00:00,2026-07-11T08:45:00+00:00,10,2026-07-11T05:40:00+00:00,2026-07-11T08:55:00+00:00
196,A6-ECR,A6-ECR,A6-ECR,False,False,UAE507,B77W,WB,BOM,DXB,2026-07-11T10:30:00+00:00,2026-07-11T13:35:00+00:00,10,2026-07-11T10:40:00+00:00,2026-07-11T13:45:00+00:00
197,A6-EQG,A6-ECR,A6-EQG,True,False,UAE532,B77W,WB,DXB,COK,2026-07-11T17:25:00+00:00,2026-07-11T21:25:00+00:00,55,2026-07-11T18:20:00+00:00,2026-07-11T22:20:00+00:00
198,A6-ECR,A6-ECR,A6-ECR,False,False,UAE533,B77W,WB,COK,DXB,2026-07-11T23:00:00+00:00,2026-07-12T02:50:00+00:00,55,2026-07-11T23:55:00+00:00,2026-07-12T03:45:00+00:00
199,A6-ECR,A6-ECR,A6-ECR,False,False,UAE308,B77W,WB,DXB,PEK,2026-07-12T06:40:00+00:00,2026-07-12T14:20:00+00:00,0,2026-07-12T06:40:00+00:00,2026-07-12T14:20:00+00:00
200,A6-ECR,A6-ECR,A6-ECR,False,False,UAE309,B77W,WB,PEK,DXB,2026-07-12T23:25:00+00:00,2026-07-13T07:35:00+00:00,0,2026-07-12T23:25:00+00:00,2026-07-13T07:35:00+00:00
201,A6-ECS,A6-ECS,A6-ECS,False,False,UAE566,B77W,WB,DXB,BLR,2026-07-06T09:45:00+00:00,2026-07-06T13:50:00+00:00,0,2026-07-06T09:45:00+00:00,2026-07-06T13:50:00+00:00
202,A6-ECS,A6-ECS,A6-ECS,False,False,UAE567,B77W,WB,BLR,DXB,2026-07-06T15:30:00+00:00,2026-07-06T19:20:00+00:00,0,2026-07-06T15:30:00+00:00,2026-07-06T19:20:00+00:00
203,A6-ECS,A6-ECS,A6-ECS,False,False,UAE231,B77W,WB,DXB,IAD,2026-07-06T22:00:00+00:00,2026-07-07T12:40:00+00:00,5,2026-07-06T22:05:00+00:00,2026-07-07T12:45:00+00:00
204,A6-ECS,A6-ECS,A6-ECS,False,False,UAE232,B77W,WB,IAD,DXB,2026-07-07T14:55:00+00:00,2026-07-08T04:15:00+00:00,5,2026-07-07T15:00:00+00:00,2026-07-08T04:20:00+00:00
205,A6-ECS,A6-ECS,A6-ECS,False,False,UAE308,B77W,WB,DXB,PEK,2026-07-08T06:40:00+00:00,2026-07-08T14:20:00+00:00,0,2026-07-08T06:40:00+00:00,2026-07-08T14:20:00+00:00
206,A6-ECS,A6-ECS,A6-ECS,False,False,UAE309,B77W,WB,PEK,DXB,2026-07-08T23:25:00+00:00,2026-07-09T07:35:00+00:00,0,2026-07-08T23:25:00+00:00,2026-07-09T07:35:00+00:00
207,A6-ECS,A6-ECS,A6-ECS,False,False,UAE566,B77W,WB,DXB,BLR,2026-07-09T09:45:00+00:00,2026-07-09T13:50:00+00:00,0,2026-07-09T09:45:00+00:00,2026-07-09T13:50:00+00:00
208,A6-ECS,A6-ECS,A6-ECS,False,False,UAE567,B77W,WB,BLR,DXB,2026-07-09T15:30:00+00:00,2026-07-09T19:20:00+00:00,0,2026-07-09T15:30:00+00:00,2026-07-09T19:20:00+00:00
209,A6-ECS,A6-ECS,A6-ECS,False,False,UAE231,B77W,WB,DXB,IAD,2026-07-09T22:00:00+00:00,2026-07-10T12:40:00+00:00,-35,2026-07-09T21:25:00+00:00,2026-07-10T12:05:00+00:00
210,A6-ECS,A6-ECS,A6-ECS,False,False,UAE232,B77W,WB,IAD,DXB,2026-07-10T14:55:00+00:00,2026-07-11T04:15:00+00:00,-35,2026-07-10T14:20:00+00:00,2026-07-11T03:40:00+00:00
211,A6-ECS,A6-ECS,A6-ECS,False,False,UAE921,B77W,WB,DXB,CAI,2026-07-11T08:00:00+00:00,2026-07-11T11:50:00+00:00,60,2026-07-11T09:00:00+00:00,2026-07-11T12:50:00+00:00
212,A6-ECS,A6-ECS,A6-ECS,False,False,UAE922,B77W,WB,CAI,DXB,2026-07-11T14:35:00+00:00,2026-07-11T18:00:00+00:00,60,2026-07-11T15:35:00+00:00,2026-07-11T19:00:00+00:00
213,A6-ECS,A6-ECS,A6-ECS,False,False,UAE135,B77W,WB,DXB,VCE,2026-07-12T05:05:00+00:00,2026-07-12T11:30:00+00:00,-60,2026-07-12T04:05:00+00:00,2026-07-12T10:30:00+00:00
214,A6-ECS,A6-ECS,A6-ECS,False,False,UAE136,B77W,WB,VCE,DXB,2026-07-12T13:35:00+00:00,2026-07-12T19:30:00+00:00,-60,2026-07-12T12:35:00+00:00,2026-07-12T18:30:00+00:00
215,A6-ECU,A6-ECU,A6-ECU,False,False,UAE775,B77W,WB,DXB,DUR,2026-07-06T06:15:00+00:00,2026-07-06T14:35:00+00:00,0,2026-07-06T06:15:00+00:00,2026-07-06T14:35:00+00:00
216,A6-ECU,A6-ECU,A6-ECU,False,False,UAE776,B77W,WB,DUR,DXB,2026-07-06T16:40:00+00:00,2026-07-07T01:00:00+00:00,0,2026-07-06T16:40:00+00:00,2026-07-07T01:00:00+00:00
217,A6-ECU,A6-ECU,A6-ECU,False,False,UAE797,B77W,WB,DXB,CKY,2026-07-07T03:50:00+00:00,2026-07-07T13:05:00+00:00,0,2026-07-07T03:50:00+00:00,2026-07-07T13:05:00+00:00
218,A6-ECU,A6-ECU,A6-ECU,False,False,UAE797,B77W,WB,CKY,DSS,2026-07-07T14:45:00+00:00,2026-07-07T16:10:00+00:00,0,2026-07-07T14:45:00+00:00,2026-07-07T16:10:00+00:00
219,A6-ECU,A6-ECU,A6-ECU,False,False,UAE797,B77W,WB,DSS,DXB,2026-07-07T17:55:00+00:00,2026-07-08T03:40:00+00:00,0,2026-07-07T17:55:00+00:00,2026-07-08T03:40:00+00:00
220,A6-ECU,A6-ECU,A6-ECU,False,False,UAE111,B77W,WB,DXB,BUD,2026-07-08T05:50:00+00:00,2026-07-08T11:55:00+00:00,0,2026-07-08T05:50:00+00:00,2026-07-08T11:55:00+00:00
221,A6-ECU,A6-ECU,A6-ECU,False,False,UAE112,B77W,WB,BUD,DXB,2026-07-08T14:05:00+00:00,2026-07-08T19:40:00+00:00,0,2026-07-08T14:05:00+00:00,2026-07-08T19:40:00+00:00
222,A6-ECU,A6-ECU,A6-ECU,False,False,UAE332,B77W,WB,DXB,MNL,2026-07-08T23:10:00+00:00,2026-07-09T08:15:00+00:00,0,2026-07-08T23:10:00+00:00,2026-07-09T08:15:00+00:00
223,A6-ECU,A6-ECU,A6-ECU,False,False,UAE333,B77W,WB,MNL,DXB,2026-07-09T10:15:00+00:00,2026-07-09T19:00:00+00:00,0,2026-07-09T10:15:00+00:00,2026-07-09T19:00:00+00:00
224,A6-ECU,A6-ECU,A6-ECU,False,False,UAE582,B77W,WB,DXB,DAC,2026-07-09T22:00:00+00:00,2026-07-10T02:35:00+00:00,0,2026-07-09T22:00:00+00:00,2026-07-10T02:35:00+00:00
225,A6-ECU,A6-ECU,A6-ECU,False,False,UAE583,B77W,WB,DAC,DXB,2026-07-10T04:10:00+00:00,2026-07-10T09:00:00+00:00,0,2026-07-10T04:10:00+00:00,2026-07-10T09:00:00+00:00
226,A6-ECU,A6-ECU,A6-ECU,False,False,UAE721,B77W,WB,DXB,NBO,2026-07-10T11:55:00+00:00,2026-07-10T17:00:00+00:00,0,2026-07-10T11:55:00+00:00,2026-07-10T17:00:00+00:00
227,A6-ECU,A6-ECU,A6-ECU,False,False,UAE722,B77W,WB,NBO,DXB,2026-07-10T19:45:00+00:00,2026-07-11T00:50:00+00:00,0,2026-07-10T19:45:00+00:00,2026-07-11T00:50:00+00:00
228,A6-ECU,A6-ECU,A6-ECU,False,False,UAE330,B77W,WB,DXB,MNL,2026-07-11T08:20:00+00:00,2026-07-11T17:25:00+00:00,0,2026-07-11T08:20:00+00:00,2026-07-11T17:25:00+00:00
229,A6-ECU,A6-ECU,A6-ECU,False,False,UAE331,B77W,WB,MNL,DXB,2026-07-11T19:25:00+00:00,2026-07-12T04:05:00+00:00,0,2026-07-11T19:25:00+00:00,2026-07-12T04:05:00+00:00
230,A6-ECU,A6-ECU,A6-ECU,False,False,UAE783,B77W,WB,DXB,LOS,2026-07-12T06:15:00+00:00,2026-07-12T14:35:00+00:00,0,2026-07-12T06:15:00+00:00,2026-07-12T14:35:00+00:00
231,A6-ECU,A6-ECU,A6-ECU,False,False,UAE784,B77W,WB,LOS,DXB,2026-07-12T16:40:00+00:00,2026-07-13T00:45:00+00:00,0,2026-07-12T16:40:00+00:00,2026-07-13T00:45:00+00:00
232,A6-ECV,A6-ECV,A6-ECV,False,False,UAE416,B77W,WB,DXB,SYD,2026-07-06T17:40:00+00:00,2026-07-07T07:30:00+00:00,0,2026-07-06T17:40:00+00:00,2026-07-07T07:30:00+00:00
233,A6-ECV,A6-ECV,A6-ECV,False,False,UAE417,B77W,WB,SYD,DXB,2026-07-07T10:10:00+00:00,2026-07-08T00:30:00+00:00,0,2026-07-07T10:10:00+00:00,2026-07-08T00:30:00+00:00
